,day,open,high,low,close,volume
0,2021-02-24 13:50:00,2.320,2.320,2.310,2.320,229900
1,2021-02-24 13:55:00,2.320,2.320,2.310,2.310,82100
2,2021-02-24 14:00:00,2.310,2.320,2.300,2.310,153900
3,2021-02-24 14:05:00,2.310,2.310,2.300,2.310,146900
4,2021-02-24 14:10:00,2.310,2.310,2.290,2.290,141000
5,2021-02-24 14:15:00,2.300,2.300,2.280,2.290,269400
6,2021-02-24 14:20:00,2.290,2.290,2.280,2.290,170700
7,2021-02-24 14:25:00,2.290,2.290,2.280,2.290,74900
8,2021-02-24 14:30:00,2.290,2.290,2.280,2.280,94300
9,2021-02-24 14:35:00,2.290,2.290,2.280,2.290,103800
10,2021-02-24 14:40:00,2.290,2.290,2.280,2.290,69400
11,2021-02-24 14:45:00,2.280,2.290,2.280,2.290,132900
12,2021-02-24 14:50:00,2.290,2.290,2.280,2.290,129500
13,2021-02-24 14:55:00,2.290,2.290,2.280,2.290,188700
14,2021-02-24 15:00:00,2.290,2.300,2.280,2.300,448000
15,2021-02-25 09:35:00,2.330,2.330,2.260,2.300,387104
16,2021-02-25 09:40:00,2.300,2.300,2.270,2.280,117900
17,2021-02-25 09:45:00,2.280,2.310,2.280,2.300,257500
18,2021-02-25 09:50:00,2.300,2.300,2.290,2.290,33184
19,2021-02-25 09:55:00,2.300,2.300,2.280,2.280,111600
20,2021-02-25 10:00:00,2.280,2.290,2.280,2.280,34600
21,2021-02-25 10:05:00,2.290,2.290,2.280,2.280,241800
22,2021-02-25 10:10:00,2.290,2.300,2.280,2.290,254200
23,2021-02-25 10:15:00,2.290,2.290,2.280,2.290,156000
24,2021-02-25 10:20:00,2.290,2.300,2.290,2.290,38400
25,2021-02-25 10:25:00,2.290,2.300,2.280,2.290,80700
26,2021-02-25 10:30:00,2.290,2.290,2.270,2.280,270500
27,2021-02-25 10:35:00,2.280,2.290,2.280,2.290,19900
28,2021-02-25 10:40:00,2.290,2.290,2.280,2.280,149900
29,2021-02-25 10:45:00,2.270,2.280,2.270,2.280,48700
30,2021-02-25 10:50:00,2.290,2.290,2.280,2.290,2600
31,2021-02-25 10:55:00,2.290,2.290,2.280,2.280,33000
32,2021-02-25 11:00:00,2.290,2.290,2.280,2.280,59800
33,2021-02-25 11:05:00,2.280,2.290,2.270,2.270,91100
34,2021-02-25 11:10:00,2.270,2.280,2.270,2.280,75100
35,2021-02-25 11:15:00,2.280,2.280,2.270,2.280,5200
36,2021-02-25 11:20:00,2.270,2.280,2.270,2.280,10600
37,2021-02-25 11:25:00,2.280,2.280,2.270,2.280,3200
38,2021-02-25 11:30:00,2.270,2.280,2.270,2.280,9400
39,2021-02-25 13:05:00,2.280,2.280,2.270,2.270,103500
40,2021-02-25 13:10:00,2.270,2.280,2.270,2.270,49400
41,2021-02-25 13:15:00,2.270,2.280,2.270,2.280,42900
42,2021-02-25 13:20:00,2.280,2.290,2.270,2.290,103400
43,2021-02-25 13:25:00,2.280,2.280,2.270,2.270,143900
44,2021-02-25 13:30:00,2.280,2.280,2.270,2.270,59100
45,2021-02-25 13:35:00,2.280,2.280,2.270,2.280,82400
46,2021-02-25 13:40:00,2.270,2.280,2.270,2.280,74900
47,2021-02-25 13:45:00,2.270,2.280,2.270,2.270,17900
48,2021-02-25 13:50:00,2.280,2.280,2.270,2.270,54900
49,2021-02-25 13:55:00,2.270,2.280,2.270,2.280,24400
50,2021-02-25 14:00:00,2.280,2.280,2.270,2.270,32600
51,2021-02-25 14:05:00,2.280,2.280,2.260,2.270,251900
52,2021-02-25 14:10:00,2.260,2.270,2.260,2.270,60900
53,2021-02-25 14:15:00,2.270,2.270,2.260,2.260,109000
54,2021-02-25 14:20:00,2.260,2.270,2.260,2.260,69900
55,2021-02-25 14:25:00,2.270,2.270,2.260,2.270,49000
56,2021-02-25 14:30:00,2.270,2.270,2.260,2.260,57500
57,2021-02-25 14:35:00,2.270,2.270,2.260,2.270,39300
58,2021-02-25 14:40:00,2.270,2.270,2.260,2.270,68400
59,2021-02-25 14:45:00,2.270,2.270,2.250,2.260,452200
60,2021-02-25 14:50:00,2.250,2.260,2.250,2.260,89000
61,2021-02-25 14:55:00,2.260,2.260,2.240,2.250,551964
62,2021-02-25 15:00:00,2.240,2.250,2.240,2.250,304100
63,2021-02-26 09:35:00,2.240,2.250,2.210,2.250,303400
64,2021-02-26 09:40:00,2.240,2.280,2.240,2.260,310500
65,2021-02-26 09:45:00,2.260,2.270,2.250,2.260,134700
66,2021-02-26 09:50:00,2.250,2.260,2.250,2.250,84300
67,2021-02-26 09:55:00,2.250,2.280,2.250,2.270,192200
68,2021-02-26 10:00:00,2.270,2.280,2.260,2.270,109900
69,2021-02-26 10:05:00,2.260,2.270,2.260,2.260,83200
70,2021-02-26 10:10:00,2.260,2.270,2.250,2.260,199800
71,2021-02-26 10:15:00,2.260,2.270,2.250,2.260,84400
72,2021-02-26 10:20:00,2.260,2.270,2.260,2.270,26600
73,2021-02-26 10:25:00,2.270,2.270,2.260,2.270,3400
74,2021-02-26 10:30:00,2.270,2.270,2.260,2.270,117900
75,2021-02-26 10:35:00,2.280,2.280,2.280,2.280,16100
76,2021-02-26 10:40:00,2.280,2.280,2.270,2.280,22600
77,2021-02-26 10:45:00,2.280,2.280,2.270,2.280,78100
78,2021-02-26 10:50:00,2.280,2.290,2.270,2.290,304300
79,2021-02-26 10:55:00,2.290,2.300,2.280,2.290,235900
80,2021-02-26 11:00:00,2.290,2.290,2.280,2.290,41300
81,2021-02-26 11:05:00,2.290,2.290,2.280,2.290,89700
82,2021-02-26 11:10:00,2.290,2.300,2.280,2.300,119600
83,2021-02-26 11:15:00,2.300,2.310,2.290,2.300,302700
84,2021-02-26 11:20:00,2.300,2.300,2.290,2.300,20200
85,2021-02-26 11:25:00,2.290,2.300,2.290,2.290,131500
86,2021-02-26 11:30:00,2.300,2.300,2.290,2.300,115700
87,2021-02-26 13:05:00,2.300,2.300,2.290,2.300,92800
88,2021-02-26 13:10:00,2.300,2.300,2.280,2.290,189200
89,2021-02-26 13:15:00,2.290,2.290,2.280,2.280,146300
90,2021-02-26 13:20:00,2.280,2.290,2.280,2.280,76200
91,2021-02-26 13:25:00,2.280,2.290,2.270,2.290,38900
92,2021-02-26 13:30:00,2.280,2.280,2.270,2.270,29500
93,2021-02-26 13:35:00,2.290,2.290,2.270,2.270,36000
94,2021-02-26 13:40:00,2.280,2.280,2.270,2.270,42800
95,2021-02-26 13:45:00,2.280,2.280,2.270,2.280,61600
96,2021-02-26 13:50:00,2.280,2.280,2.270,2.270,50300
97,2021-02-26 13:55:00,2.270,2.270,2.270,2.270,3400
98,2021-02-26 14:00:00,2.270,2.280,2.270,2.280,15400
99,2021-02-26 14:05:00,2.270,2.280,2.270,2.280,89200
100,2021-02-26 14:10:00,2.280,2.280,2.270,2.280,47500
101,2021-02-26 14:15:00,2.280,2.280,2.270,2.270,83300
102,2021-02-26 14:20:00,2.270,2.280,2.270,2.280,24600
103,2021-02-26 14:25:00,2.280,2.280,2.270,2.280,132600
104,2021-02-26 14:30:00,2.270,2.280,2.270,2.270,55300
105,2021-02-26 14:35:00,2.270,2.280,2.260,2.280,135000
106,2021-02-26 14:40:00,2.270,2.280,2.270,2.280,30100
107,2021-02-26 14:45:00,2.270,2.280,2.270,2.270,98200
108,2021-02-26 14:50:00,2.260,2.270,2.260,2.260,89700
109,2021-02-26 14:55:00,2.270,2.270,2.260,2.270,69500
110,2021-02-26 15:00:00,2.260,2.270,2.260,2.270,143600
111,2021-03-01 09:35:00,2.280,2.310,2.280,2.290,490600
112,2021-03-01 09:40:00,2.290,2.300,2.280,2.290,436400
113,2021-03-01 09:45:00,2.290,2.300,2.290,2.300,272800
114,2021-03-01 09:50:00,2.300,2.320,2.300,2.310,404700
115,2021-03-01 09:55:00,2.310,2.320,2.310,2.310,68300
116,2021-03-01 10:00:00,2.310,2.320,2.310,2.320,91200
117,2021-03-01 10:05:00,2.320,2.320,2.290,2.300,346400
118,2021-03-01 10:10:00,2.300,2.310,2.300,2.300,58200
119,2021-03-01 10:15:00,2.300,2.310,2.300,2.300,77300
120,2021-03-01 10:20:00,2.310,2.310,2.300,2.310,19500
121,2021-03-01 10:25:00,2.300,2.310,2.300,2.300,34500
122,2021-03-01 10:30:00,2.300,2.310,2.300,2.300,33100
123,2021-03-01 10:35:00,2.310,2.310,2.300,2.300,125600
124,2021-03-01 10:40:00,2.310,2.310,2.300,2.310,50500
125,2021-03-01 10:45:00,2.300,2.310,2.290,2.300,186700
126,2021-03-01 10:50:00,2.300,2.300,2.290,2.300,58100
127,2021-03-01 10:55:00,2.300,2.300,2.290,2.290,177500
128,2021-03-01 11:00:00,2.300,2.300,2.290,2.290,17000
129,2021-03-01 11:05:00,2.290,2.300,2.290,2.300,29200
130,2021-03-01 11:10:00,2.300,2.300,2.290,2.290,12700
131,2021-03-01 11:15:00,2.290,2.300,2.290,2.300,122400
132,2021-03-01 11:20:00,2.290,2.300,2.290,2.290,33000
133,2021-03-01 11:25:00,2.290,2.300,2.290,2.290,9500
134,2021-03-01 11:30:00,2.290,2.300,2.290,2.290,71600
135,2021-03-01 13:05:00,2.290,2.300,2.290,2.290,42300
136,2021-03-01 13:10:00,2.290,2.300,2.290,2.290,171700
137,2021-03-01 13:15:00,2.290,2.300,2.280,2.290,12300
