,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,003033.SZ,20210324,31.85,33.15,31.5,32.29,32.16,0.13,0.4042,21086.89,68193.245
1,003033.SZ,20210323,32.6,33.19,31.85,32.16,33.0,-0.84,-2.5455,21888.79,70750.934
2,003033.SZ,20210322,31.88,33.7,31.6,33.0,31.88,1.12,3.5132,31601.39,102423.806
3,003033.SZ,20210319,30.63,32.4,30.56,31.88,30.86,1.02,3.3052,30106.65,95706.415
4,003033.SZ,20210318,31.0,31.24,30.51,30.86,31.2,-0.34,-1.0897,21105.75,65185.827
5,003033.SZ,20210317,30.51,31.59,30.5,31.2,30.72,0.48,1.5625,22842.47,71298.784
6,003033.SZ,20210316,30.17,30.79,30.04,30.72,30.35,0.37,1.2191,19616.27,59773.125
7,003033.SZ,20210315,29.75,30.62,29.11,30.35,29.93,0.42,1.4033,26693.49,79711.381
8,003033.SZ,20210312,30.77,30.77,29.92,29.93,30.76,-0.83,-2.6983,23308.63,70219.726
9,003033.SZ,20210311,30.33,31.1,30.21,30.76,30.6,0.16,0.5229,21669.4,66493.486
10,003033.SZ,20210310,31.33,31.5,29.9,30.6,31.14,-0.54,-1.7341,30481.9,93065.888
11,003033.SZ,20210309,33.0,33.38,31.0,31.14,33.24,-2.1,-6.3177,44831.19,142109.144
12,003033.SZ,20210308,33.33,34.32,32.89,33.24,34.39,-1.15,-3.344,55970.84,187908.041
13,003033.SZ,20210305,34.13,36.48,34.13,34.39,37.92,-3.53,-9.3091,95338.5,335491.12
14,003033.SZ,20210304,35.0,37.92,34.58,37.92,34.47,3.45,10.0087,107430.08,397240.139
15,003033.SZ,20210303,31.07,34.47,30.94,34.47,31.34,3.13,9.9872,57453.31,194719.669
16,003033.SZ,20210302,32.1,33.12,31.25,31.34,32.6,-1.26,-3.865,24595.55,78821.091
17,003033.SZ,20210301,31.9,32.73,31.32,32.6,31.98,0.62,1.9387,28382.34,90730.689
18,003033.SZ,20210226,30.85,33.18,30.62,31.98,31.17,0.81,2.5987,40928.97,131422.395
19,003033.SZ,20210225,30.87,31.35,30.12,31.17,30.98,0.19,0.6133,22264.5,68211.22
20,003033.SZ,20210224,30.03,31.28,29.75,30.98,30.29,0.69,2.278,28403.74,87083.302
21,003033.SZ,20210223,29.86,30.45,29.33,30.29,30.0,0.29,0.9667,20942.2,62553.927
22,003033.SZ,20210222,30.71,31.58,29.85,30.0,30.46,-0.46,-1.5102,29519.45,90533.203
23,003033.SZ,20210219,29.21,30.49,29.03,30.46,29.44,1.02,3.4647,23126.11,69355.499
24,003033.SZ,20210218,28.85,29.77,28.57,29.44,28.59,0.85,2.9731,21819.98,63839.837
25,003033.SZ,20210210,29.55,29.89,28.51,28.59,29.5,-0.91,-3.0847,26758.02,77470.7
26,003033.SZ,20210209,30.31,30.78,29.01,29.5,30.31,-0.81,-2.6724,31029.98,92192.647
27,003033.SZ,20210208,28.66,31.31,28.66,30.31,30.84,-0.53,-1.7185,50745.47,151683.013
28,003033.SZ,20210205,32.0,34.85,30.68,30.84,31.68,-0.84,-2.6515,79960.86,265551.772
29,003033.SZ,20210204,28.61,31.68,28.61,31.68,28.8,2.88,10.0,42871.95,133041.667
30,003033.SZ,20210203,30.0,30.0,28.8,28.8,30.11,-1.31,-4.3507,22972.35,67273.55
31,003033.SZ,20210202,28.81,30.55,28.8,30.11,29.39,0.72,2.4498,32854.54,97909.27
32,003033.SZ,20210201,27.8,30.3,27.56,29.39,27.82,1.57,5.6434,33412.72,97333.567
33,003033.SZ,20210129,28.51,28.74,27.23,27.82,28.51,-0.69,-2.4202,23827.1,66596.181
34,003033.SZ,20210128,29.0,29.45,28.5,28.51,29.48,-0.97,-3.2904,19638.52,56903.546
35,003033.SZ,20210127,29.7,29.99,29.05,29.48,30.09,-0.61,-2.0273,21558.8,63497.975
36,003033.SZ,20210126,29.36,30.2,29.36,30.09,29.6,0.49,1.6554,31016.93,92767.595
37,003033.SZ,20210125,30.3,30.3,28.82,29.6,30.3,-0.7,-2.3102,31368.32,91922.647
38,003033.SZ,20210122,29.4,30.49,29.4,30.3,29.88,0.42,1.4056,33017.17,99501.154
39,003033.SZ,20210121,29.28,30.55,29.15,29.88,29.51,0.37,1.2538,31740.5,94921.362
40,003033.SZ,20210120,29.25,29.77,28.82,29.51,29.31,0.2,0.6824,27208.07,79853.114
41,003033.SZ,20210119,29.25,29.72,29.22,29.31,29.54,-0.23,-0.7786,25628.01,75463.074
42,003033.SZ,20210118,29.86,29.96,29.3,29.54,30.19,-0.65,-2.153,32280.92,95411.975
43,003033.SZ,20210115,29.16,31.5,28.9,30.19,29.45,0.74,2.5127,44409.34,133864.469
44,003033.SZ,20210114,30.6,30.6,29.32,29.45,31.86,-2.41,-7.5643,51236.39,152690.142
45,003033.SZ,20210113,32.87,34.75,31.86,31.86,35.4,-3.54,-10.0,67071.78,218004.061
46,003033.SZ,20210112,36.87,36.87,33.78,35.4,33.52,1.88,5.6086,93338.78,331121.707
47,003033.SZ,20210111,27.94,33.52,27.94,33.52,23.28,10.24,43.9863,2101.28,7030.285
